Date,Open,High,Low,Close,Adj Close,Volume
1999-01-01,0.376116,0.422433,0.330915,0.367746,0.313993,15127403200
1999-02-01,0.372210,0.374442,0.308036,0.310826,0.265393,8116516800
1999-03-01,0.310826,0.331473,0.285714,0.320871,0.273970,9951995200
1999-04-01,0.321987,0.420759,0.299107,0.410714,0.350681,15888969600
1999-05-01,0.411272,0.446429,0.365513,0.393415,0.335910,8908905600
1999-06-01,0.401786,0.437500,0.375558,0.413504,0.353063,6918620800
1999-07-01,0.413504,0.505580,0.403460,0.497210,0.424534,11466582400
1999-08-01,0.496652,0.588170,0.465402,0.582589,0.497433,9244603200
1999-09-01,0.598214,0.715402,0.512835,0.565290,0.482663,18967468800
1999-10-01,0.554688,0.723772,0.531250,0.715402,0.610833,14468496000
1999-11-01,0.714286,0.926339,0.690290,0.873884,0.746150,8624929600
1999-12-01,0.901786,1.053571,0.813058,0.917969,0.783791,9418214400
2000-01-01,0.936384,1.084821,0.772321,0.926339,0.790938,12555177600
2000-02-01,0.928571,1.070871,0.866071,1.023438,0.873844,7319782400
2000-03-01,1.058594,1.342634,1.017857,1.212612,1.035367,8698356800
2000-04-01,1.209821,1.245536,0.936384,1.107701,0.945791,8662404800
2000-05-01,1.114955,1.127232,0.729911,0.750000,0.640374,9807750400
2000-06-01,0.729911,1.029018,0.717634,0.935268,0.798562,8105204800
2000-07-01,0.930804,1.082589,0.837054,0.907366,0.774738,5746770400
2000-08-01,0.898438,1.098214,0.790179,1.088170,0.929114,5636086400
2000-09-01,1.094866,1.145089,0.453125,0.459821,0.392610,14516930400
2000-10-01,0.476563,0.477679,0.312500,0.349330,0.298269,21905788800
2000-11-01,0.347098,0.410714,0.287946,0.294643,0.251576,8488373600
2000-12-01,0.303571,0.312500,0.243304,0.265625,0.226799,8858970400
2001-01-01,0.265625,0.401786,0.257813,0.386161,0.329717,13709460800
2001-02-01,0.369420,0.391741,0.321429,0.325893,0.278258,7023766400
2001-03-01,0.318080,0.424107,0.306920,0.394107,0.336501,10799062400
2001-04-01,0.394464,0.484286,0.334821,0.455179,0.388646,11158991200
2001-05-01,0.453750,0.476786,0.344643,0.356250,0.304178,7468434400
2001-06-01,0.359464,0.448214,0.345536,0.415179,0.354493,7638265600
2001-07-01,0.422143,0.450357,0.318750,0.335536,0.286491,8655102400
2001-08-01,0.339464,0.355357,0.308571,0.331250,0.282832,5129359200
2001-09-01,0.330357,0.340714,0.262143,0.276964,0.236481,5531523200
2001-10-01,0.276607,0.346786,0.264821,0.313571,0.267737,7544247200
2001-11-01,0.315179,0.384821,0.308036,0.380357,0.324761,5369744800
2001-12-01,0.376071,0.429107,0.358750,0.391071,0.333909,4629839200
2002-01-01,0.393750,0.441607,0.361607,0.441429,0.376906,8515376800
2002-02-01,0.434643,0.463929,0.373929,0.387500,0.330860,7837424000
2002-03-01,0.391607,0.451786,0.389643,0.422679,0.360897,5318583200
2002-04-01,0.417500,0.467321,0.410714,0.433393,0.370045,6422836000
2002-05-01,0.433750,0.463929,0.395357,0.416071,0.355255,5976157600
2002-06-01,0.417679,0.418750,0.285357,0.316429,0.270177,8708016800
2002-07-01,0.316250,0.335536,0.246429,0.272500,0.232669,8118415200
2002-08-01,0.269821,0.290179,0.249464,0.263393,0.224893,5151686400
2002-09-01,0.258750,0.271250,0.250893,0.258929,0.221082,5291837600
2002-10-01,0.260536,0.293571,0.238571,0.286964,0.245019,6611432800
2002-11-01,0.284643,0.310357,0.268036,0.276786,0.236329,4531721600
2002-12-01,0.283929,0.287500,0.246071,0.255893,0.218490,4530439200
2003-01-01,0.256429,0.274643,0.242143,0.256429,0.218947,6045832800
2003-02-01,0.257321,0.273214,0.246429,0.268036,0.228858,4114303200
2003-03-01,0.268036,0.270714,0.250714,0.252500,0.215593,4028404800
2003-04-01,0.253571,0.266964,0.227143,0.253929,0.216813,7775342400
2003-05-01,0.254464,0.339464,0.250000,0.320536,0.273684,10811544800
2003-06-01,0.323214,0.351607,0.296964,0.340357,0.290608,6113335200
2003-07-01,0.336964,0.385179,0.330536,0.376429,0.321407,5218270400
2003-08-01,0.375000,0.408036,0.346786,0.403750,0.344735,4307564800
2003-09-01,0.404643,0.416429,0.359821,0.370000,0.315918,5347484800
2003-10-01,0.369821,0.446607,0.360536,0.408750,0.349004,7040191200
2003-11-01,0.407679,0.416071,0.354464,0.373393,0.318815,4974104800
2003-12-01,0.375714,0.391071,0.343750,0.381607,0.325828,5453873600
2004-01-01,0.384821,0.443571,0.378214,0.402857,0.343972,7927802400
2004-02-01,0.401071,0.430357,0.387500,0.427143,0.364708,4922030400
2004-03-01,0.430357,0.502500,0.421429,0.482857,0.412279,11626115200
2004-04-01,0.480179,0.528214,0.455179,0.460357,0.393067,8930174400
2004-05-01,0.464286,0.513929,0.455357,0.501071,0.427830,5304275200
2004-06-01,0.496250,0.610536,0.493036,0.581071,0.496137,8227234400
2004-07-01,0.573214,0.600536,0.513214,0.577500,0.493088,9696579200
2004-08-01,0.556786,0.628214,0.530357,0.615893,0.525869,8011365600
2004-09-01,0.612500,0.701250,0.610536,0.691964,0.590821,7673506400
2004-10-01,0.698571,0.950000,0.672321,0.935714,0.798942,16094366400
2004-11-01,0.937500,1.242321,0.929286,1.197321,1.022311,17439604000
